Timestamp,Wind speed (m/s),Wind direction (°),Nacelle position (°),Energy Export (kWh),Power (kW),Rotor current (A),Rotor speed (RPM),Generator RPM (RPM),"Generator RPM, Max (RPM)","Generator RPM, Min (RPM)","Generator RPM, Standard deviation (RPM)","Rotor speed, Max (RPM)","Rotor speed, Min (RPM)","Rotor speed, Standard deviation (RPM)",Blade angle (pitch position) (°),"Blade angle (pitch position), Max (°)","Blade angle (pitch position), Min (°)","Blade angle (pitch position), Standard deviation (°)",Grease left generator bearing,Grease left shaft bearing,direccion (grados),presion (hPa),Xpos,Ypos,Zpos,Turbine
2018-01-01 07:50:00,6.85500001907349,352.180206298828,357.599365234375,136.0,721.179992675781,267.100006103516,12.7399997711182,1357.29504394531,1490.59997558594,1233.80004882813,61.3827972412109,14.0,11.6000003814697,0.587707459926605,359.829986572266,0.200000002980232,-0.600000023841858,0.228254243731499,0.0,0.0,153.349960327148,995.440002441406,529117,6281142,174,WTG-1
2018-01-01 08:00:00,6.52500009536743,347.635070800781,354.0,120.0,605.289978027344,235.729995727539,11.9749994277954,1272.4599609375,1402.80004882813,1113.0,84.0414276123047,13.1999998092651,10.5,0.792385518550873,359.679992675781,0.200000002980232,-0.800000011920929,0.271293193101883,0.0,0.0,148.501831054688,995.674987792969,529117,6281142,174,WTG-1
2018-01-01 08:10:00,6.53999996185303,347.286499023437,351.701202392578,94.0,603.765014648438,241.804992675781,12.0650005340576,1285.27001953125,1495.90002441406,1070.69995117188,119.306945800781,14.0,10.0,1.13149237632751,359.929992675781,0.800000011920929,-0.5,0.310000002384186,0.0,0.0,147.703536987305,995.119995117187,529117,6281142,174,WTG-1
2018-01-01 08:20:00,6.08571434020996,343.734405517578,347.0,104.0,632.161926269531,241.733337402344,12.0761909484863,1286.49523925781,1470.80004882813,1060.80004882813,113.48600769043,13.8000001907349,9.89999961853027,1.06140291690826,0.023807728663087,0.800000011920929,-0.5,0.399886608123779,0.0,0.0,145.250762939453,994.570007324219,529117,6281142,174,WTG-1
2018-01-01 08:30:00,6.12631559371948,345.684814453125,347.0,112.0,574.068420410156,233.48420715332,11.8578948974609,1263.74731445313,1453.09997558594,1092.30004882813,116.730651855469,13.6000003814697,10.1999998092651,1.09751677513123,0.005261826794595,0.899999976158142,-0.699999988079071,0.404544830322266,0.0,0.0,145.089721679688,995.5,529117,6281142,174,WTG-1
2018-01-01 08:40:00,7.15000009536743,347.107147216797,347.0,96.0,774.195007324219,284.725006103516,13.164999961853,1401.88500976563,1520.69995117188,1135.5,78.2945861816406,14.3000001907349,10.6000003814697,0.739104151725769,359.794982910156,0.699999988079071,-0.600000023841858,0.304097026586533,0.0,0.0,151.399078369141,995.109985351563,529117,6281142,174,WTG-1
2018-01-01 08:50:00,6.61904764175415,341.499603271484,346.667388916015,144.0,734.214294433594,266.799987792969,12.6809520721436,1350.48571777344,1557.80004882813,1048.90002441406,142.241760253906,14.6999998092651,9.80000019073486,1.34717297554016,359.98095703125,1.29999995231628,-0.800000011920929,0.43711069226265,0.0,0.0,148.203338623047,995.410034179688,529117,6281142,174,WTG-1
2018-01-01 09:00:00,5.8894739151001,341.737060546875,336.943481445312,102.0,559.010498046875,225.973678588867,11.6789474487305,1244.07897949219,1489.40002441406,1050.90002441406,108.208724975586,14.0,9.80000019073486,1.02524924278259,0.426281630992889,2.90000009536743,-0.600000023841858,0.783273935317993,0.0,0.0,141.101104736328,995.594970703125,529117,6281142,174,WTG-1
2018-01-01 09:10:00,5.90999984741211,329.621368408203,334.847503662109,82.0,542.515014648438,226.065002441406,11.6400003433228,1241.71496582031,1441.40002441406,1052.59997558594,133.124542236328,13.5,9.89999961853027,1.23385572433472,0.535003423690796,2.20000004768372,-1.0,0.829020500183106,0.0,0.0,137.05534362793,995.800048828125,529117,6281142,174,WTG-1
2018-01-01 09:20:00,6.49000024795532,325.154602050781,329.098541259766,108.0,663.825012207031,256.239990234375,12.4250001907349,1326.52001953125,1526.69995117188,1131.09997558594,96.8122329711914,14.3000001907349,10.6000003814697,0.908226251602173,0.024986684322357,1.79999995231628,-1.0,0.645658552646637,0.0,0.0,135.594207763672,994.0,529117,6281142,174,WTG-1
